Sementes:;80;170;260;350
0,3055555555555556
0,4861111111111111
0,5
0,6666666666666666
0,5416666666666666
0,7222222222222222
0,5416666666666666
0,5972222222222222
0,5694444444444444
0,6805555555555556
0,5694444444444444
0,5277777777777778
0,5833333333333334
0,4722222222222222
0,625
0,5277777777777778
0,3611111111111111
0,5416666666666666
0,5
0,5277777777777778
0,5972222222222222
0,5555555555555556
0,6666666666666666
0,7083333333333334
0,25
0,4027777777777778
0,5694444444444444
0,5416666666666666
0,5555555555555556
0,4722222222222222
0,5416666666666666
0,5694444444444444
0,5416666666666666
0,6111111111111112
0,5694444444444444
0,5694444444444444
0,3055555555555556
0,5277777777777778
0,4444444444444444
0,6111111111111112
0,5694444444444444
0,5416666666666666
0,625
0,5416666666666666
0,5277777777777778
0,5833333333333334
0,5972222222222222
0,625
0,4027777777777778
0,8194444444444444
0,625
0,5555555555555556
0,4583333333333333
0,5833333333333334
0,4861111111111111
0,5138888888888888
0,5833333333333334
0,5555555555555556
0,5833333333333334
0,5277777777777778
0,5555555555555556
0,5555555555555556
0,6944444444444444
0,5416666666666666
0,5555555555555556
0,5416666666666666
0,5416666666666666
0,5694444444444444
0,5138888888888888
0,5694444444444444
0,5416666666666666
0,7083333333333334
0,625
0,5972222222222222
0,3194444444444444
0,5277777777777778
0,6388888888888888
0,5833333333333334
0,4583333333333333
0,5555555555555556
0,5416666666666666
0,3194444444444444
0,5833333333333334
0,5277777777777778
0,6944444444444444
0,4027777777777778
0,5416666666666666
0,5416666666666666
0,5277777777777778
0,3611111111111111
0,5416666666666666
0,3194444444444444
0,20833333333333334
0,6527777777777778
0,625
0,5555555555555556
0,6111111111111112
0,5416666666666666
0,5277777777777778
0,5
0,5555555555555556
0,3055555555555556
0,5138888888888888
0,7361111111111112
0,5416666666666666
0,5694444444444444
0,3194444444444444
0,5416666666666666
0,5555555555555556
0,5694444444444444
0,4861111111111111
0,8055555555555556
0,8333333333333334
0,7916666666666666
0,5555555555555556
0,25
0,5277777777777778
0,5277777777777778
0,5555555555555556
0,5555555555555556
0,5972222222222222
0,5277777777777778
0,5555555555555556
0,5555555555555556
0,5277777777777778
0,5555555555555556
0,4444444444444444
0,5694444444444444
0,5972222222222222
0,5694444444444444
0,5555555555555556
0,5277777777777778
0,5416666666666666
0,5277777777777778
0,5833333333333334
0,6388888888888888
0,5416666666666666
0,5694444444444444
0,5138888888888888
0,5138888888888888
0,5416666666666666
0,5833333333333334
0,5277777777777778
0,8055555555555556
0,5416666666666666
0,5694444444444444
0,4722222222222222
0,5833333333333334
0,5694444444444444
0,5277777777777778
0,5555555555555556
0,5555555555555556
0,5277777777777778
0,5416666666666666
0,5972222222222222
0,2222222222222222
0,5138888888888888
0,5277777777777778
0,5694444444444444
0,625
0,5555555555555556
0,5277777777777778
0,7916666666666666
0,4861111111111111
0,6527777777777778
0,5694444444444444
0,5555555555555556
0,5555555555555556
0,5416666666666666
0,5555555555555556
0,5416666666666666
0,9444444444444444
0,5833333333333334
0,5555555555555556
0,625
0,3888888888888889
0,625
0,5277777777777778
0,5833333333333334
0,5833333333333334
0,6944444444444444
0,5277777777777778
0,5555555555555556
0,6111111111111112
0,625
0,5555555555555556
0,5277777777777778
0,5694444444444444
0,5555555555555556
0,5138888888888888
0,8472222222222222
0,5138888888888888
0,5416666666666666
0,5833333333333334
0,5416666666666666
0,8888888888888888
0,5277777777777778
0,3611111111111111
0,3611111111111111
0,625
0,5972222222222222
0,6388888888888888
0,5694444444444444
0,5416666666666666
0,4166666666666667
0,5555555555555556
0,5694444444444444
0,5694444444444444
0,4444444444444444
0,5555555555555556
0,5972222222222222
0,5555555555555556
0,6111111111111112
0,5555555555555556
0,4583333333333333
0,5277777777777778
0,5694444444444444
0,5972222222222222
0,5555555555555556
0,3194444444444444
0,5555555555555556
0,5416666666666666
0,5416666666666666
0,3472222222222222
0,5277777777777778
0,9027777777777778
0,375
0,6527777777777778
0,6666666666666666
0,5416666666666666
0,5972222222222222
0,5694444444444444
0,5416666666666666
0,5833333333333334
0,5416666666666666
0,5555555555555556
0,5416666666666666
0,5555555555555556
0,5277777777777778
0,5972222222222222
0,5
0,5833333333333334
0,6111111111111112
0,5833333333333334
0,4722222222222222
0,5972222222222222
0,5694444444444444
0,5694444444444444
0,6666666666666666
0,4166666666666667
0,8888888888888888
0,5555555555555556
0,6805555555555556
0,5416666666666666
0,8888888888888888
0,5972222222222222
0,6527777777777778
0,7361111111111112
0,5972222222222222
0,5416666666666666
0,3888888888888889
0,5416666666666666
0,125
0,5277777777777778
0,7361111111111112
0,2361111111111111
0,7777777777777778
0,5694444444444444
0,6527777777777778
0,5416666666666666
0,9583333333333334
0,625
0,2777777777777778
0,5416666666666666
0,7222222222222222
0,4861111111111111
0,5833333333333334
0,5416666666666666
0,875
0,2638888888888889
0,5416666666666666
0,5416666666666666
0,5833333333333334
0,5555555555555556
0,4444444444444444
0,6666666666666666
0,5972222222222222
0,6111111111111112
0,6805555555555556
0,5555555555555556
0,6111111111111112
0,5694444444444444
0,7222222222222222
0,8333333333333334
0,5555555555555556
0,5555555555555556
0,5416666666666666
0,4861111111111111
0,6527777777777778
0,5694444444444444
0,5555555555555556
0,5833333333333334
0,5694444444444444
0,5555555555555556
0,4305555555555556
0,5694444444444444
0,6111111111111112
0,4305555555555556
0,75
0,4166666666666667
0,6388888888888888
0,375
0,5555555555555556
0,5555555555555556
0,75
0,4861111111111111
0,6944444444444444
0,2361111111111111
0,5138888888888888
0,3055555555555556
0,5416666666666666
0,375
0,5694444444444444
0,375
0,5555555555555556
0,5416666666666666
0,4444444444444444
0,5694444444444444
0,3611111111111111
0,5416666666666666
0,5694444444444444
0,5694444444444444
0,5
0,5416666666666666
0,5416666666666666
0,4722222222222222
0,6805555555555556
0,7083333333333334
0,5694444444444444
0,7638888888888888
0,5555555555555556
0,6111111111111112
0,5277777777777778
0,5555555555555556
0,5555555555555556
0,5972222222222222
0,625
0,18055555555555555
0,3194444444444444
0,5416666666666666
0,5416666666666666
0,6944444444444444
0,5555555555555556
0,9305555555555556
0,5277777777777778
0,4166666666666667
0,4027777777777778
0,4583333333333333
0,5555555555555556
0,5416666666666666
0,3611111111111111
0,6388888888888888
0,8333333333333334
0,5833333333333334
0,5694444444444444
0,7222222222222222
0,16666666666666666
0,5277777777777778
0,3055555555555556
0,5416666666666666
0,6666666666666666
0,7638888888888888
0,6666666666666666
0,5833333333333334
0,5277777777777778
0,5555555555555556
0,5416666666666666
0,3055555555555556
0,7777777777777778
0,6111111111111112
0,5833333333333334
0,5694444444444444
0,3333333333333333
0,5694444444444444
0,5833333333333334
0,5833333333333334
0,5694444444444444
0,5833333333333334
0,625
0,5416666666666666
0,5694444444444444
0,5416666666666666
0,6388888888888888
0,4722222222222222
0,4583333333333333
0,5416666666666666
0,7083333333333334
0,5833333333333334
0,7361111111111112
0,5555555555555556
0,6388888888888888
0,4305555555555556
0,5555555555555556
0,6388888888888888
0,625
0,5138888888888888
0,5833333333333334
0,6111111111111112
0,625
0,6666666666666666
0,5972222222222222
0,8333333333333334
0,3888888888888889
0,5972222222222222
0,5694444444444444
0,5277777777777778
0,5555555555555556
0,4722222222222222
0,6388888888888888
0,6666666666666666
0,5555555555555556
0,5416666666666666
0,5416666666666666
0,5416666666666666
0,5416666666666666
0,5416666666666666
0,5555555555555556
0,3333333333333333
0,5972222222222222
0,5555555555555556
0,8333333333333334
0,8888888888888888
0,5972222222222222
0,5833333333333334
0,5555555555555556
0,5555555555555556
0,9166666666666666
0,6388888888888888
0,375
0,5972222222222222
0,8194444444444444
0,4444444444444444
0,5833333333333334
0,5555555555555556
0,5694444444444444
0,3888888888888889
0,5416666666666666
0,4722222222222222
0,5972222222222222
0,6805555555555556
0,7222222222222222
0,4305555555555556
0,5972222222222222
0,7361111111111112
0,5972222222222222
0,5555555555555556
0,5833333333333334
0,6111111111111112
0,5694444444444444
0,3611111111111111
0,5972222222222222
0,5555555555555556
0,5833333333333334
0,5416666666666666
0,5416666666666666
0,5277777777777778
0,7361111111111112
0,5972222222222222
0,5694444444444444
0,5972222222222222
0,4305555555555556
0,8888888888888888
0,4027777777777778
0,5972222222222222
0,7083333333333334
0,5694444444444444
0,5416666666666666
0,5277777777777778
0,5555555555555556
0,5416666666666666
0,5972222222222222
0,5555555555555556
0,5555555555555556
0,4166666666666667
0,5416666666666666
0,8333333333333334
0,5416666666666666
0,5694444444444444
0,7083333333333334
0,5277777777777778
0,5277777777777778
0,6944444444444444
0,5416666666666666
0,5694444444444444
0,5416666666666666
0,5555555555555556
0,5277777777777778
0,5694444444444444
0,5555555555555556
0,5694444444444444
0,5277777777777778
0,5
0,5694444444444444
0,5694444444444444
0,5
0,5416666666666666
0,625
0,5555555555555556
0,625
0,5
0,5416666666666666
0,5277777777777778
0,5277777777777778
0,6666666666666666
0,5416666666666666
0,5416666666666666
0,5416666666666666
0,5416666666666666
0,625
0,7916666666666666
0,5972222222222222
0,5555555555555556
0,6111111111111112
0,5555555555555556
0,5277777777777778
0,5416666666666666
0,9305555555555556
0,625
0,5694444444444444
0,5555555555555556
0,5416666666666666
0,4444444444444444
0,5416666666666666
0,5694444444444444
0,5416666666666666
0,2638888888888889
0,5138888888888888
0,6805555555555556
0,5138888888888888
0,6388888888888888
0,7916666666666666
0,5555555555555556
0,5694444444444444
0,3194444444444444
0,6111111111111112
0,7083333333333334
0,8333333333333334
0,6944444444444444
0,5555555555555556
0,6111111111111112
0,6388888888888888
0,7083333333333334
0,5277777777777778
0,5555555555555556
0,5416666666666666
0,4583333333333333
0,5138888888888888
0,5
0,5833333333333334
0,5833333333333334
0,5277777777777778
0,5555555555555556
0,5555555555555556
0,5138888888888888
0,5555555555555556
0,5416666666666666
0,5555555555555556
0,4583333333333333
0,3888888888888889
0,5833333333333334
0,5833333333333334
0,6805555555555556
0,5277777777777778
0,5555555555555556
0,5694444444444444
0,5416666666666666
0,5555555555555556
0,5833333333333334
0,6944444444444444
0,5416666666666666
0,6805555555555556
0,5555555555555556
0,6527777777777778
0,5555555555555556
0,9166666666666666
0,5555555555555556
0,5138888888888888
0,5694444444444444
0,5416666666666666
0,5694444444444444
0,5694444444444444
0,7083333333333334
0,5555555555555556
0,5555555555555556
0,5416666666666666
0,4166666666666667
0,5694444444444444
0,6111111111111112
0,5138888888888888
0,4166666666666667
0,3055555555555556
0,5416666666666666
0,75
0,8055555555555556
0,6805555555555556
0,4444444444444444
0,5277777777777778
0,5555555555555556
0,4027777777777778
0,5555555555555556
0,7638888888888888
0,6527777777777778
0,5555555555555556
0,5555555555555556
0,5138888888888888
0,6944444444444444
0,19444444444444445
0,5416666666666666
0,5416666666666666
0,4722222222222222
0,5555555555555556
0,6388888888888888
0,5416666666666666
0,5416666666666666
0,5555555555555556
0,5277777777777778
0,5277777777777778
0,5833333333333334
0,6111111111111112
0,6527777777777778
0,5277777777777778
0,5555555555555556
0,5277777777777778
0,5555555555555556
0,5694444444444444
0,5416666666666666
0,5833333333333334
0,5416666666666666
0,5694444444444444
0,4583333333333333
0,5694444444444444
0,3472222222222222
0,5416666666666666
0,875
0,7361111111111112
0,5416666666666666
0,5694444444444444
0,4722222222222222
0,6111111111111112
0,5416666666666666
0,5972222222222222
0,6527777777777778
0,6944444444444444
0,4027777777777778
0,5833333333333334
0,2361111111111111
0,5277777777777778
0,5416666666666666
0,5694444444444444
0,5555555555555556
0,4305555555555556
0,6527777777777778
0,6527777777777778
0,5833333333333334
0,5555555555555556
0,6388888888888888
0,5972222222222222
0,6805555555555556
0,5555555555555556
0,2777777777777778
0,5277777777777778
0,5277777777777778
0,6111111111111112
0,5277777777777778
0,5416666666666666
0,5555555555555556
0,5416666666666666
0,4166666666666667
0,5555555555555556
0,6805555555555556
0,6111111111111112
0,3472222222222222
0,5555555555555556
0,8472222222222222
0,2222222222222222
0,2638888888888889
0,6388888888888888
0,5972222222222222
0,19444444444444445
0,5138888888888888
0,7222222222222222
0,5277777777777778
0,6388888888888888
0,5555555555555556
0,7083333333333334
0,5
0,5277777777777778
0,5416666666666666
0,5833333333333334
0,5694444444444444
0,625
0,5833333333333334
0,5555555555555556
0,5694444444444444
0,3194444444444444
0,6666666666666666
0,5416666666666666
0,5694444444444444
0,6111111111111112
0,5972222222222222
0,5694444444444444
0,5833333333333334
0,5972222222222222
0,5555555555555556
0,3055555555555556
0,625
0,3611111111111111
0,5694444444444444
0,7361111111111112
0,375
0,7361111111111112
0,5694444444444444
0,5555555555555556
0,2638888888888889
0,6805555555555556
0,7083333333333334
0,5555555555555556
0,6944444444444444
0,5416666666666666
0,5416666666666666
0,5416666666666666
0,5138888888888888
0,7222222222222222
0,5416666666666666
0,4166666666666667
0,9444444444444444
0,6944444444444444
0,625
0,5972222222222222
0,6805555555555556
0,6111111111111112
0,7222222222222222
0,4722222222222222
0,4444444444444444
0,5138888888888888
0,5555555555555556
0,5972222222222222
0,5416666666666666
0,5555555555555556
0,4722222222222222
0,6111111111111112
0,5277777777777778
0,3472222222222222
0,5555555555555556
0,3333333333333333
0,5694444444444444
0,3888888888888889
0,5555555555555556
0,375
0,5555555555555556
0,5972222222222222
0,4861111111111111
0,6111111111111112
0,5
0,5277777777777778
0,5833333333333334
0,3194444444444444
0,4861111111111111
0,5833333333333334
0,5
0,6388888888888888
0,5694444444444444
0,5694444444444444
0,5694444444444444
0,7083333333333334
0,5555555555555556
0,6111111111111112
0,5416666666666666
0,5416666666666666
0,5138888888888888
0,3611111111111111
0,4722222222222222
0,2361111111111111
0,5833333333333334
0,5
0,3333333333333333
0,5694444444444444
0,5416666666666666
0,4166666666666667
0,5277777777777778
0,3611111111111111
0,5555555555555556
0,5416666666666666
0,5277777777777778
0,8194444444444444
0,5277777777777778
0,4027777777777778
0,5555555555555556
0,5416666666666666
0,5416666666666666
0,5138888888888888
0,625
0,6388888888888888
0,5694444444444444
0,5972222222222222
0,5555555555555556
0,5138888888888888
0,4861111111111111
0,5833333333333334
0,5138888888888888
0,5694444444444444
0,5277777777777778
0,6111111111111112
0,6388888888888888
0,5555555555555556
0,5555555555555556
0,3611111111111111
0,5277777777777778
0,6527777777777778
0,5555555555555556
0,4583333333333333
0,5555555555555556
0,5972222222222222
0,5833333333333334
0,4166666666666667
0,5694444444444444
0,5555555555555556
0,5555555555555556
0,5555555555555556
0,3472222222222222
0,5694444444444444
0,5416666666666666
0,5555555555555556
0,5416666666666666
0,4861111111111111
0,5416666666666666
0,5694444444444444
0,5416666666666666
0,5277777777777778
0,375
0,6388888888888888
0,5694444444444444
0,5694444444444444
0,5555555555555556
0,5833333333333334
0,5416666666666666
0,3888888888888889
0,5555555555555556
0,6388888888888888
0,6111111111111112
0,4305555555555556
0,8194444444444444
0,5138888888888888
0,5972222222222222
0,2916666666666667
0,5416666666666666
0,3333333333333333
0,2361111111111111
0,5555555555555556
0,6388888888888888
0,5277777777777778
0,4583333333333333
0,5555555555555556
